Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
May 31 2018,Prince George,VA,Passenger,0,1,1,73,74,1.35
April 30 2020,Sarasota,FL,Passenger,2,0,2,27,29,6.90
May 31 2022,Louisa,VA,Passenger,0,1,1,1,2,50.00
December 31 2022,Klickitat,WA,Passenger,123,51,174,15137,15311,1.14
December 31 2020,Clark,WA,Truck,0,0,0,83480,83480,0.00
December 31 2020,Columbia,WA,Passenger,5,3,8,2440,2448,0.33
April 30 2017,Alameda,CA,Passenger,2,1,3,383,386,0.78
October 31 2020,Cowlitz,WA,Truck,0,0,0,28890,28890,0.00
September 30 2020,Brevard,FL,Passenger,0,1,1,86,87,1.15
February 28 2021,Jefferson,NY,Passenger,0,1,1,212,213,0.47
March 31 2019,Palm Beach,FL,Passenger,0,1,1,91,92,1.09
July 31 2020,Howard,MD,Passenger,0,1,1,71,72,1.39
December 31 2019,Arlington,VA,Passenger,0,2,2,158,160,1.25
June 30 2019,Mason,WA,Passenger,124,122,246,47177,47423,0.52
August 31 2020,Spokane,WA,Truck,1,0,1,99428,99429,0.00
October 31 2021,Klickitat,WA,Passenger,87,51,138,15351,15489,0.89
May 31 2019,Benton,WA,Truck,0,0,0,41849,41849,0.00
March 31 2022,Duval,FL,Passenger,0,2,2,305,307,0.65
April 30 2022,Tarrant,TX,Passenger,1,0,1,130,131,0.76
July 31 2018,Virginia Beach,VA,Passenger,2,1,3,691,694,0.43
August 31 2022,Richmond,NY,Passenger,1,0,1,4,5,20.00
October 31 2020,Saginaw,MI,Passenger,1,0,1,11,12,8.33
December 31 2020,Nueces,TX,Passenger,1,0,1,84,85,1.18
October 31 2022,Sedgwick,KS,Passenger,1,1,2,70,72,2.78
May 31 2020,Middlesex,MA,Passenger,1,1,2,97,99,2.02
September 30 2020,Plaquemines,LA,Passenger,0,1,1,14,15,6.67
February 28 2023,Grant,WA,Passenger,242,114,356,66935,67291,0.53
February 28 2018,Pend Oreille,WA,Passenger,4,3,7,9420,9427,0.07
June 30 2019,Stevens,WA,Passenger,19,31,50,31681,31731,0.16
October 31 2020,Kittitas,WA,Truck,0,0,0,14629,14629,0.00
August 31 2018,Stevens,WA,Passenger,12,26,38,31684,31722,0.12
June 30 2019,Benton,WA,Truck,0,0,0,41914,41914,0.00
April 30 2021,Columbia,WA,Truck,0,0,0,1559,1559,0.00
February 29 2020,Okanogan,WA,Truck,0,0,0,16495,16495,0.00
May 31 2021,Platte,MO,Passenger,1,0,1,21,22,4.55
November 30 2023,Fulton,GA,Passenger,1,0,1,38,39,2.56
June 30 2022,Nassau,NY,Passenger,3,0,3,28,31,9.68
August 31 2023,Cumberland,PA,Passenger,1,0,1,29,30,3.33
June 30 2023,Champaign,IL,Passenger,1,0,1,11,12,8.33
May 31 2023,Mason,WA,Passenger,431,206,637,46313,46950,1.36
February 28 2022,Yakima,WA,Passenger,301,178,479,167978,168457,0.28
December 31 2017,Thurston,WA,Truck,0,0,0,53761,53761,0.00
August 31 2022,Rogers,OK,Passenger,1,0,1,2,3,33.33
February 28 2018,Yakima,WA,Passenger,61,79,140,162326,162466,0.09
July 31 2021,Denton,TX,Passenger,1,0,1,83,84,1.19
September 30 2019,Adams,WA,Truck,0,0,0,5138,5138,0.00
December 31 2020,Wahkiakum,WA,Truck,0,0,0,1770,1770,0.00
March 31 2021,Anchorage,AK,Passenger,1,0,1,148,149,0.67
April 30 2022,El Paso,TX,Passenger,3,0,3,362,365,0.82
May 31 2021,Kern,CA,Passenger,0,1,1,213,214,0.47
March 31 2021,Williamson,TX,Passenger,0,2,2,120,122,1.64
April 30 2021,Rockingham,NH,Passenger,1,0,1,24,25,4.00
June 30 2017,Norfolk,MA,Passenger,1,0,1,40,41,2.44
November 30 2023,Sedgwick,KS,Passenger,1,0,1,44,45,2.22
May 31 2023,Fulton,GA,Passenger,1,0,1,51,52,1.92
October 31 2022,New Haven,CT,Passenger,0,2,2,30,32,6.25
May 31 2023,DuPage,IL,Passenger,0,1,1,31,32,3.12
May 31 2017,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
July 31 2023,Pend Oreille,WA,Passenger,30,15,45,8843,8888,0.51
May 31 2021,Walla Walla,WA,Passenger,110,72,182,36553,36735,0.50
October 31 2017,Jefferson,NY,Passenger,1,0,1,242,243,0.41
September 30 2021,Riverside,CA,Passenger,4,1,5,526,531,0.94
October 31 2023,Chelan,WA,Truck,34,0,34,22737,22771,0.15
July 31 2021,Lake,FL,Passenger,1,0,1,22,23,4.35
August 31 2019,Montgomery,PA,Passenger,2,0,2,37,39,5.13
May 31 2022,Adams,CO,Passenger,1,0,1,39,40,2.50
October 31 2021,Lewis,WA,Passenger,194,158,352,59616,59968,0.59
June 30 2017,Grays Harbor,WA,Truck,0,0,0,19887,19887,0.00
September 30 2021,Harnett,NC,Passenger,1,1,2,167,169,1.18
February 28 2021,Missoula,MT,Passenger,1,0,1,67,68,1.47
July 31 2020,Kings,NY,Passenger,1,0,1,67,68,1.47
September 30 2018,Carson City,NV,Passenger,1,0,1,14,15,6.67
December 31 2022,Garfield,WA,Passenger,1,3,4,1308,1312,0.30
April 30 2017,Adams,WA,Truck,0,0,0,5072,5072,0.00
December 31 2017,Franklin,WA,Passenger,30,50,80,56859,56939,0.14
September 30 2021,Thurston,WA,Truck,0,0,0,56321,56321,0.00
November 30 2019,Pima,AZ,Passenger,2,1,3,388,391,0.77
August 31 2022,Lewis,WA,Truck,0,0,0,26315,26315,0.00
June 30 2021,Pacific,WA,Truck,0,0,0,7964,7964,0.00
April 30 2022,Williamson,TX,Passenger,1,2,3,87,90,3.33
November 30 2019,Skamania,WA,Truck,0,0,0,4095,4095,0.00
June 30 2017,Clackamas,OR,Passenger,0,1,1,290,291,0.34
August 31 2020,Lane,OR,Passenger,0,1,1,143,144,0.69
January 31 2021,St. Clair,IL,Passenger,1,0,1,133,134,0.75
August 31 2021,Clackamas,OR,Passenger,2,0,2,171,173,1.16
July 31 2020,Guadalupe,TX,Passenger,1,0,1,63,64,1.56
October 31 2019,Santa Cruz,CA,Passenger,1,0,1,38,39,2.56
May 31 2023,Pacific,WA,Passenger,77,91,168,15604,15772,1.07
March 31 2018,Ferry,WA,Truck,0,0,0,3505,3505,0.00
January 31 2022,Pacific,WA,Truck,0,0,0,8022,8022,0.00
October 31 2021,Skamania,WA,Passenger,58,39,97,8326,8423,1.15
May 31 2017,District of Columbia,DC,Passenger,0,3,3,220,223,1.35
April 30 2020,Rockingham,NH,Passenger,1,0,1,27,28,3.57
April 30 2017,Portsmouth,VA,Passenger,0,1,1,67,68,1.47
March 31 2018,Saratoga,NY,Passenger,1,1,2,65,67,2.99
June 30 2021,Philadelphia,PA,Passenger,1,0,1,51,52,1.92
March 31 2019,Santa Fe,NM,Passenger,0,1,1,41,42,2.38
September 30 2023,Camden,NJ,Passenger,0,1,1,11,12,8.33
March 31 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
June 30 2023,Wilson,TX,Passenger,0,1,1,3,4,25.00
October 31 2021,Franklin,WA,Passenger,144,102,246,62063,62309,0.39
June 30 2020,Clark,WA,Passenger,2014,1058,3072,317636,320708,0.96
December 31 2017,El Paso,TX,Passenger,1,0,1,527,528,0.19
November 30 2019,Thurston,WA,Truck,0,0,0,55652,55652,0.00
March 31 2020,Allegheny,PA,Passenger,1,0,1,80,81,1.23
September 30 2017,Kitsap,WA,Truck,1,0,1,52603,52604,0.00
December 31 2020,Monterey,CA,Passenger,0,1,1,158,159,0.63
September 30 2021,Hudson,NJ,Passenger,1,0,1,43,44,2.27
April 30 2019,Nantucket,MA,Passenger,1,0,1,3,4,25.00
March 31 2019,Cowlitz,WA,Passenger,84,101,185,72539,72724,0.25
March 31 2018,Clallam,WA,Truck,0,0,0,21314,21314,0.00
May 31 2023,Jefferson,WA,Truck,12,0,12,9318,9330,0.13
September 30 2021,King,WA,Truck,5,1,6,183871,183877,0.00
February 28 2018,Spokane,WA,Truck,1,0,1,91713,91714,0.00
March 31 2018,Stevens,WA,Truck,0,0,0,18424,18424,0.00
July 31 2018,Franklin,WA,Truck,0,0,0,18737,18737,0.00
January 31 2017,Contra Costa,CA,Passenger,1,0,1,676,677,0.15
November 30 2022,Kent,DE,Passenger,1,0,1,50,51,1.96
January 31 2023,Currituck,NC,Passenger,1,0,1,17,18,5.56
May 31 2019,Shasta,CA,Passenger,1,0,1,45,46,2.17
December 31 2018,Skagit,WA,Truck,1,0,1,32315,32316,0.00
December 31 2018,Mason,WA,Truck,0,0,0,20190,20190,0.00
August 31 2021,Garfield,WA,Passenger,0,3,3,1367,1370,0.22
July 31 2022,Lake,FL,Passenger,1,0,1,16,17,5.88
July 31 2018,Grant,WA,Truck,0,0,0,25943,25943,0.00
June 30 2018,Skagit,WA,Truck,1,0,1,32043,32044,0.00
December 31 2022,Platte,MO,Passenger,1,0,1,23,24,4.17
August 31 2019,Norfolk,MA,Passenger,1,0,1,38,39,2.56
May 31 2022,Washtenaw,MI,Passenger,0,1,1,28,29,3.45
February 28 2021,Putnam,TN,Passenger,0,1,1,3,4,25.00
October 31 2021,King,WA,Passenger,33832,9911,43743,1363438,1407181,3.11
March 31 2018,Cowlitz,WA,Passenger,55,70,125,71226,71351,0.18
March 31 2019,Stevens,WA,Truck,0,0,0,18702,18702,0.00
March 31 2020,Walla Walla,WA,Truck,0,0,0,13644,13644,0.00
May 31 2017,Montgomery,TN,Passenger,1,0,1,286,287,0.35
July 31 2021,Jefferson,WA,Truck,0,0,0,9617,9617,0.00
February 28 2021,Williamson,TX,Passenger,0,2,2,122,124,1.61
June 30 2022,Clark,WA,Truck,7,0,7,82806,82813,0.01
August 31 2021,Houston,GA,Passenger,1,0,1,44,45,2.22
January 31 2023,Cumberland,PA,Passenger,1,0,1,37,38,2.63
October 31 2019,Lake,CA,Passenger,0,1,1,10,11,9.09
January 31 2021,Snohomish,WA,Passenger,5175,1874,7049,538283,545332,1.29
March 31 2019,Kootenai,ID,Passenger,1,1,2,212,214,0.93
December 31 2021,Stevens,WA,Truck,0,0,0,18930,18930,0.00
November 30 2019,Harris,TX,Passenger,1,1,2,251,253,0.79
June 30 2021,District of Columbia,DC,Passenger,5,1,6,196,202,2.97
February 28 2017,Wayne,MI,Passenger,0,2,2,71,73,2.74
July 31 2021,San Mateo,CA,Passenger,1,0,1,103,104,0.96
March 31 2022,Williamson,TX,Passenger,1,2,3,89,92,3.26
January 31 2022,District of Columbia,DC,Passenger,5,0,5,186,191,2.62
November 30 2022,San Joaquin,CA,Passenger,1,0,1,85,86,1.16
January 31 2021,Santa Clara,CA,Passenger,7,2,9,281,290,3.10
October 31 2020,Hillsborough,FL,Passenger,0,1,1,174,175,0.57
May 31 2022,Asotin,WA,Passenger,23,19,42,12719,12761,0.33
October 31 2020,Palm Beach,FL,Passenger,0,1,1,74,75,1.33
September 30 2021,Currituck,NC,Passenger,1,0,1,23,24,4.17
December 31 2022,Hennepin,MN,Passenger,1,0,1,44,45,2.22
May 31 2017,Essex,NJ,Passenger,1,0,1,17,18,5.56
August 31 2021,Wichita,TX,Passenger,1,0,1,42,43,2.33
March 31 2020,Riverside,CA,Passenger,3,1,4,638,642,0.62
April 30 2017,San Juan,WA,Passenger,98,35,133,13479,13612,0.98
April 30 2022,Columbia,WA,Truck,0,0,0,1587,1587,0.00
December 31 2021,Asotin,WA,Passenger,22,17,39,12711,12750,0.31
October 31 2021,Portsmouth,VA,Passenger,0,1,1,85,86,1.16
July 31 2020,Prince William,VA,Passenger,2,3,5,225,230,2.17
August 31 2019,Alexandria,VA,Passenger,1,0,1,144,145,0.69
July 31 2017,Nueces,TX,Passenger,0,1,1,96,97,1.03
October 31 2017,Morris,NJ,Passenger,1,0,1,22,23,4.35
March 31 2019,Boulder,CO,Passenger,1,0,1,48,49,2.04
August 31 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
February 28 2023,Hennepin,MN,Passenger,1,0,1,39,40,2.50
April 30 2018,Essex,NJ,Passenger,1,0,1,13,14,7.14
November 30 2023,Ray,MO,Passenger,0,1,1,0,1,100.00
March 31 2023,Grant,WA,Passenger,255,113,368,66987,67355,0.55
February 28 2017,Lee,AL,Passenger,1,0,1,36,37,2.70
October 31 2021,Harnett,NC,Passenger,1,1,2,164,166,1.20
August 31 2021,Sacramento,CA,Passenger,2,0,2,231,233,0.86
January 31 2017,Utah,UT,Passenger,0,1,1,199,200,0.50
December 31 2019,DeKalb,GA,Passenger,1,0,1,86,87,1.15
July 31 2021,Denver,CO,Passenger,1,0,1,116,117,0.85
September 30 2022,Santa Cruz,CA,Passenger,1,0,1,24,25,4.00
November 30 2022,Maui,HI,Passenger,1,0,1,24,25,4.00
February 28 2019,Monroe,IL,Passenger,1,0,1,3,4,25.00
October 31 2022,Grays Harbor,WA,Truck,2,0,2,21079,21081,0.01
April 30 2017,Douglas,OR,Passenger,0,1,1,74,75,1.33
May 31 2018,El Paso,CO,Passenger,2,1,3,755,758,0.40
May 31 2022,Montgomery,MD,Passenger,4,2,6,208,214,2.80
August 31 2023,Norfolk,VA,Passenger,1,2,3,259,262,1.15
October 31 2022,Chelan,WA,Truck,8,0,8,23080,23088,0.03
June 30 2021,Sacramento,CA,Passenger,2,0,2,232,234,0.85
October 31 2022,Montgomery,PA,Passenger,1,0,1,21,22,4.55
December 31 2018,DeKalb,GA,Passenger,1,0,1,80,81,1.23
March 31 2023,Arlington,VA,Passenger,1,0,1,114,115,0.87
May 31 2018,Norfolk,VA,Passenger,1,2,3,333,336,0.89
March 31 2020,Lewis,WA,Passenger,105,108,213,59199,59412,0.36
September 30 2021,Leavenworth,KS,Passenger,0,1,1,118,119,0.84
January 31 2019,Cowlitz,WA,Passenger,79,96,175,72555,72730,0.24
September 30 2018,Skamania,WA,Truck,0,0,0,3968,3968,0.00
December 31 2020,Douglas,NE,Passenger,0,1,1,55,56,1.79
July 31 2020,Cascade,MT,Passenger,0,1,1,56,57,1.75
February 28 2023,Eau Claire,WI,Passenger,1,0,1,1,2,50.00
February 29 2020,Skagit,WA,Truck,1,0,1,32558,32559,0.00
December 31 2022,Columbia,WA,Passenger,7,1,8,2437,2445,0.33
March 31 2022,Walla Walla,WA,Truck,0,0,0,14030,14030,0.00
July 31 2018,Lewis,WA,Passenger,83,59,142,57812,57954,0.25
April 30 2018,Fairfax,VA,Passenger,3,2,5,836,841,0.59
October 31 2018,Riverside,CA,Passenger,2,2,4,676,680,0.59
June 30 2023,Maricopa,AZ,Passenger,7,4,11,652,663,1.66
March 31 2017,Cobb,GA,Passenger,0,1,1,82,83,1.20
August 31 2021,Moore,NC,Passenger,0,1,1,127,128,0.78
April 30 2018,Kent,MI,Passenger,0,1,1,33,34,2.94
February 28 2022,Benton,WA,Passenger,663,451,1114,135791,136905,0.81
April 30 2021,Prince William,VA,Passenger,1,1,2,218,220,0.91
August 31 2023,Douglas,WA,Truck,7,0,7,13002,13009,0.05
April 30 2018,Volusia,FL,Passenger,0,1,1,36,37,2.70
February 28 2018,Latah,ID,Passenger,0,1,1,78,79,1.27
June 30 2021,Fairbanks North Star,AK,Passenger,0,1,1,87,88,1.14
December 31 2020,Dallas,TX,Passenger,1,0,1,177,178,0.56
December 31 2021,Moore,NC,Passenger,0,1,1,124,125,0.80
July 31 2019,Douglas,NE,Passenger,0,1,1,63,64,1.56
August 31 2022,Lake,IL,Passenger,2,0,2,133,135,1.48
April 30 2022,Burlington,NJ,Passenger,0,2,2,107,109,1.83
December 31 2021,Travis,TX,Passenger,4,0,4,138,142,2.82
November 30 2022,Clinton,PA,Passenger,1,0,1,1,2,50.00
July 31 2018,Yakima,WA,Passenger,65,93,158,163961,164119,0.10
November 30 2022,Hillsborough,FL,Passenger,1,2,3,115,118,2.54
July 31 2018,Garfield,WA,Passenger,1,1,2,1320,1322,0.15
August 31 2022,Moore,NC,Passenger,0,1,1,112,113,0.88
July 31 2018,Flathead,MT,Passenger,1,0,1,52,53,1.89
April 30 2018,Hawaii,HI,Passenger,1,0,1,77,78,1.28
February 28 2017,Pinal,AZ,Passenger,2,0,2,264,266,0.75
November 30 2023,Grant,WA,Passenger,346,151,497,64832,65329,0.76
January 31 2021,Riverside,CA,Passenger,4,1,5,586,591,0.85
February 28 2019,Spokane,WA,Truck,1,0,1,93873,93874,0.00
November 30 2019,Juneau,AK,Passenger,0,2,2,27,29,6.90
September 30 2021,Spokane,WA,Passenger,1186,703,1889,326051,327940,0.58
November 30 2021,Clark,WA,Passenger,3363,1535,4898,320713,325611,1.50
October 31 2019,Yakima,WA,Truck,0,0,0,59488,59488,0.00
November 30 2019,San Joaquin,CA,Passenger,1,0,1,138,139,0.72
December 31 2019,Ferry,WA,Passenger,5,2,7,4399,4406,0.16
October 31 2017,Ferry,WA,Passenger,1,1,2,4396,4398,0.05
July 31 2018,Spokane,WA,Truck,1,0,1,92856,92857,0.00
September 30 2018,Norfolk,VA,Passenger,2,2,4,337,341,1.17
October 31 2023,Ventura,CA,Passenger,2,2,4,187,191,2.09
September 30 2020,Hamilton,IN,Passenger,1,0,1,39,40,2.50
February 28 2021,Washtenaw,MI,Passenger,1,1,2,31,33,6.06
August 31 2023,Mercer,NJ,Passenger,0,1,1,10,11,9.09
December 31 2020,Bradley,TN,Passenger,1,0,1,0,1,100.00
December 31 2020,Grays Harbor,WA,Passenger,127,122,249,48640,48889,0.51
January 31 2021,El Paso,CO,Passenger,2,1,3,703,706,0.42
September 30 2018,Skamania,WA,Passenger,15,11,26,8709,8735,0.30
February 28 2019,Benton,WA,Passenger,232,245,477,132988,133465,0.36
January 31 2021,Placer,CA,Passenger,2,0,2,85,87,2.30
November 30 2020,Garfield,WA,Passenger,0,1,1,1362,1363,0.07
May 31 2023,Arapahoe,CO,Passenger,1,1,2,75,77,2.60
November 30 2023,Harrison,MS,Passenger,1,0,1,25,26,3.85
November 30 2020,Carroll,MD,Passenger,0,1,1,21,22,4.55
September 30 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
July 31 2022,Ferry,WA,Truck,0,0,0,3564,3564,0.00
December 31 2017,Canyon,ID,Passenger,0,1,1,94,95,1.05
February 28 2023,Washington,MD,Passenger,2,0,2,14,16,12.50
May 31 2019,Fulton,GA,Passenger,1,2,3,106,109,2.75
July 31 2017,Albemarle,VA,Passenger,0,1,1,32,33,3.03
January 31 2021,Wahkiakum,WA,Truck,0,0,0,1769,1769,0.00
November 30 2022,Anne Arundel,MD,Passenger,4,3,7,314,321,2.18
March 31 2022,Wahkiakum,WA,Passenger,18,11,29,3075,3104,0.93
May 31 2022,Contra Costa,CA,Passenger,0,4,4,252,256,1.56
April 30 2018,Charles,MD,Passenger,0,1,1,83,84,1.19
August 31 2018,San Juan,PR,Passenger,0,1,1,4,5,20.00
February 29 2020,Randolph,NC,Passenger,1,0,1,7,8,12.50
October 31 2018,Okanogan,WA,Truck,0,0,0,16503,16503,0.00
May 31 2019,Duval,FL,Passenger,1,2,3,378,381,0.79
June 30 2023,Cowlitz,WA,Truck,9,0,9,28218,28227,0.03
August 31 2019,Whatcom,WA,Passenger,902,450,1352,151177,152529,0.89
November 30 2023,Yakima,WA,Truck,16,0,16,58391,58407,0.03
June 30 2022,Benton,WA,Truck,3,0,3,43560,43563,0.01
August 31 2021,Cook,IL,Passenger,1,0,1,215,216,0.46
March 31 2020,Suffolk,MA,Passenger,0,2,2,38,40,5.00
December 31 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
August 31 2023,Camden,NJ,Passenger,0,1,1,11,12,8.33
July 31 2023,Gwinnett,GA,Passenger,1,0,1,39,40,2.50
May 31 2017,Douglas,WA,Truck,0,0,0,11483,11483,0.00
April 30 2023,New London,CT,Passenger,1,4,5,172,177,2.82
February 28 2017,Adams,WA,Truck,0,0,0,5071,5071,0.00
August 31 2023,Adams,WA,Truck,3,0,3,5309,5312,0.06
April 30 2018,Santa Rosa,FL,Passenger,1,0,1,102,103,0.97
January 31 2021,Allegheny,PA,Passenger,1,1,2,71,73,2.74
March 31 2020,Maui,HI,Passenger,2,0,2,36,38,5.26
January 31 2022,Howard,MD,Passenger,0,2,2,59,61,3.28
April 30 2017,Orleans,LA,Passenger,0,1,1,49,50,2.00
November 30 2019,Collier,FL,Passenger,1,0,1,17,18,5.56
February 28 2022,Santa Clara,CA,Passenger,8,1,9,252,261,3.45
January 31 2018,Nueces,TX,Passenger,1,1,2,94,96,2.08
March 31 2018,DuPage,IL,Passenger,1,0,1,67,68,1.47
April 30 2018,Collier,FL,Passenger,1,0,1,20,21,4.76
January 31 2017,Yakima,WA,Truck,0,0,0,57335,57335,0.00
November 30 2019,Lewis,WA,Passenger,109,103,212,59501,59713,0.36
May 31 2021,Montgomery,OH,Passenger,0,1,1,58,59,1.69
January 31 2021,Grays Harbor,WA,Truck,0,0,0,21241,21241,0.00
December 31 2020,Wahkiakum,WA,Passenger,6,7,13,3035,3048,0.43
May 31 2018,,,Passenger,4,2,6,425,431,1.39
May 31 2017,Alameda,CA,Passenger,1,1,2,376,378,0.53
March 31 2021,Clackamas,OR,Passenger,3,0,3,176,179,1.68
December 31 2022,Orange,FL,Passenger,1,0,1,71,72,1.39
May 31 2022,Carson City,NV,Passenger,1,0,1,9,10,10.00
March 31 2021,Kings,NY,Passenger,1,0,1,69,70,1.43
August 31 2022,Philadelphia,PA,Passenger,1,0,1,44,45,2.22
November 30 2022,Kings,CA,Passenger,2,1,3,298,301,1.00
February 29 2020,Richland,SC,Passenger,0,1,1,159,160,0.62
January 31 2018,Snohomish,WA,Passenger,2073,1093,3166,518022,521188,0.61
August 31 2019,Garfield,WA,Passenger,0,1,1,1305,1306,0.08
March 31 2020,Harris,TX,Passenger,1,0,1,247,248,0.40
September 30 2018,Houston,GA,Passenger,1,0,1,53,54,1.85
February 28 2019,Arlington,VA,Passenger,1,2,3,165,168,1.79
October 31 2018,Valencia,NM,Passenger,1,0,1,12,13,7.69
February 28 2017,Ferry,WA,Passenger,2,1,3,4392,4395,0.07
June 30 2017,Mason,WA,Passenger,56,68,124,43447,43571,0.28
May 31 2019,Nassau,NY,Passenger,3,0,3,41,44,6.82
January 31 2017,Pend Oreille,WA,Passenger,1,4,5,9344,9349,0.05
March 31 2020,Bexar,TX,Passenger,2,5,7,639,646,1.08
November 30 2017,Jefferson,NY,Passenger,1,0,1,236,237,0.42
November 30 2023,Williamsburg,VA,Passenger,0,1,1,5,6,16.67
October 31 2018,Monroe,IL,Passenger,1,0,1,3,4,25.00
February 28 2018,New Haven,CT,Passenger,0,1,1,52,53,1.89
July 31 2022,Stevens,WA,Truck,1,0,1,18894,18895,0.01
December 31 2021,Wake,NC,Passenger,1,0,1,116,117,0.85
August 31 2019,Charles,MD,Passenger,0,1,1,90,91,1.10
July 31 2017,Shelby,TN,Passenger,0,1,1,113,114,0.88
May 31 2020,Denton,TX,Passenger,1,0,1,92,93,1.08
March 31 2023,Hudson,NJ,Passenger,1,0,1,21,22,4.55
December 31 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
August 31 2018,Grant,WA,Truck,0,0,0,26008,26008,0.00
April 30 2022,Grays Harbor,WA,Passenger,200,158,358,49204,49562,0.72
April 30 2020,San Francisco,CA,Passenger,2,1,3,101,104,2.88
September 30 2021,Rockdale,GA,Passenger,1,0,1,6,7,14.29
August 31 2018,Clallam,WA,Passenger,128,115,243,50116,50359,0.48
May 31 2023,Santa Clara,CA,Passenger,9,3,12,179,191,6.28
March 31 2021,Sedgwick,KS,Passenger,1,1,2,90,92,2.17
September 30 2017,Orange,FL,Passenger,1,1,2,144,146,1.37
August 31 2019,Lincoln,WA,Truck,0,0,0,4682,4682,0.00
November 30 2021,Skagit,WA,Passenger,666,299,965,91272,92237,1.05
June 30 2020,Stevens,WA,Passenger,36,33,69,30641,30710,0.22
September 30 2021,Ferry,WA,Passenger,10,3,13,4401,4414,0.29
September 30 2020,Vigo,IN,Passenger,1,0,1,6,7,14.29
December 31 2021,Montgomery,PA,Passenger,2,0,2,22,24,8.33
May 31 2017,Dakota,MN,Passenger,0,1,1,42,43,2.33
August 31 2017,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
June 30 2023,Yakima,WA,Passenger,503,257,760,165941,166701,0.46
March 31 2017,San Diego,CA,Passenger,5,1,6,2808,2814,0.21
November 30 2018,Maricopa,AZ,Passenger,3,3,6,1582,1588,0.38
April 30 2018,New Haven,CT,Passenger,0,1,1,50,51,1.96
November 30 2017,Clark,NV,Passenger,2,2,4,766,770,0.52
July 31 2017,Cobb,GA,Passenger,0,1,1,80,81,1.23
January 31 2020,Stafford,VA,Passenger,1,1,2,93,95,2.11
October 31 2023,Alexandria,VA,Passenger,3,1,4,77,81,4.94
December 31 2021,Powhatan,VA,Passenger,1,0,1,1,2,50.00
February 28 2019,Denver,CO,Passenger,1,0,1,127,128,0.78
November 30 2017,Pend Oreille,WA,Passenger,3,4,7,9431,9438,0.07
April 30 2019,Klickitat,WA,Passenger,33,33,66,15505,15571,0.42
July 31 2018,Pierce,WA,Truck,0,0,0,138062,138062,0.00
April 30 2018,Mason,WA,Passenger,71,87,158,45389,45547,0.35
March 31 2019,Pinal,AZ,Passenger,2,0,2,200,202,0.99
February 28 2021,Monterey,CA,Passenger,0,1,1,151,152,0.66
January 31 2019,Nassau,NY,Passenger,3,0,3,38,41,7.32
November 30 2021,Fort Bend,TX,Passenger,1,0,1,36,37,2.70
July 31 2021,Sumter,SC,Passenger,0,1,1,33,34,2.94
September 30 2021,Flathead,MT,Passenger,1,0,1,53,54,1.85
February 29 2020,Queens,NY,Passenger,1,0,1,54,55,1.82
December 31 2022,Cowlitz,WA,Passenger,408,190,598,70287,70885,0.84
April 30 2022,Franklin,WA,Passenger,179,105,284,61977,62261,0.46
July 31 2018,Prince George's,MD,Passenger,1,1,2,186,188,1.06
February 28 2023,Snohomish,WA,Truck,122,0,122,122207,122329,0.10
February 29 2020,Columbia,WA,Truck,0,0,0,1535,1535,0.00
March 31 2018,Fulton,GA,Passenger,1,0,1,97,98,1.02
March 31 2021,Hampshire,MA,Passenger,1,0,1,7,8,12.50
April 30 2018,Whatcom,WA,Passenger,593,269,862,146591,147453,0.58
February 28 2019,Honolulu,HI,Passenger,2,3,5,509,514,0.97
May 31 2019,El Paso,CO,Passenger,2,2,4,745,749,0.53
April 30 2023,Frederick,MD,Passenger,1,0,1,58,59,1.69
July 31 2020,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
April 30 2021,Benton,WA,Passenger,495,377,872,136068,136940,0.64
October 31 2021,Duval,FL,Passenger,0,2,2,339,341,0.59
July 31 2017,Mason,WA,Truck,0,0,0,19259,19259,0.00
June 30 2017,Alameda,CA,Passenger,1,1,2,369,371,0.54
October 31 2022,Adams,WA,Truck,1,0,1,5430,5431,0.02
April 30 2018,Norfolk,VA,Passenger,1,2,3,331,334,0.90
May 31 2017,Grant,WA,Truck,0,0,0,25220,25220,0.00
January 31 2022,Goochland,VA,Passenger,3,2,5,179,184,2.72
September 30 2020,Howard,MD,Passenger,0,1,1,65,66,1.52
March 31 2022,Collier,FL,Passenger,1,0,1,18,19,5.26
June 30 2021,Montgomery,TX,Passenger,1,1,2,47,49,4.08
November 30 2022,Fairbanks North Star,AK,Passenger,0,1,1,64,65,1.54
November 30 2022,Douglas,NE,Passenger,2,2,4,34,38,10.53
April 30 2022,Spartanburg,SC,Passenger,0,1,1,40,41,2.44
September 30 2022,Cumberland,PA,Passenger,1,0,1,40,41,2.44
February 28 2023,Camden,NJ,Passenger,0,1,1,13,14,7.14
May 31 2020,Ulster,NY,Passenger,1,0,1,11,12,8.33
